task_id,project_id,priority,status,due_in_days,delay_days
10779,740,MEDIUM,DONE,26,9.99
10780,740,LOW,DONE,90,5.13
10781,740,HIGH,DONE,46,7.83
10782,740,HIGH,DONE,131,9.42
10783,740,MEDIUM,DELAYED,19,6.98
10784,740,LOW,DELAYED,6,7.7
10785,740,LOW,DELAYED,63,1.04
10786,740,HIGH,DELAYED,107,7.88
10787,740,MEDIUM,DELAYED,47,11.63
10788,740,MEDIUM,DELAYED,24,6.67
10789,740,MEDIUM,BLOCKED,26,7.39
10790,740,MEDIUM,BLOCKED,11,12.86
10791,741,HIGH,DONE,72,3.52
10792,741,LOW,DONE,13,10.87
10793,741,MEDIUM,DONE,46,8.12
10794,741,HIGH,DONE,31,5.71
10795,741,HIGH,DONE,60,7.08
10796,741,HIGH,DONE,70,7.83
10797,741,MEDIUM,DONE,9,8.64
10798,741,MEDIUM,DONE,45,8.09
10799,741,MEDIUM,DONE,55,12.19
10800,741,MEDIUM,DONE,15,7.72
10801,741,MEDIUM,DONE,49,11.96
10802,741,HIGH,DONE,41,16.13
10803,741,MEDIUM,DONE,64,9.28
10804,741,MEDIUM,DONE,20,14.1
10805,741,MEDIUM,DONE,38,16.04
10806,741,HIGH,BLOCKED,14,4.86
10807,741,HIGH,IN_PROGRESS,44,5.21
10808,741,MEDIUM,TODO,29,6.98
10809,741,LOW,IN_PROGRESS,43,13.34
10810,741,MEDIUM,IN_PROGRESS,16,7.27
10811,741,HIGH,IN_PROGRESS,26,9.26
10812,741,MEDIUM,TODO,63,10.22
10813,741,MEDIUM,TODO,9,7.6
10814,741,MEDIUM,TODO,17,7.39
10815,742,MEDIUM,DONE,6,5.77
10816,742,MEDIUM,DONE,115,10.18
10817,742,MEDIUM,DONE,83,9.31
10818,742,MEDIUM,DONE,137,10.82
10819,742,MEDIUM,DONE,20,5.74
10820,742,MEDIUM,DONE,144,8.65
10821,742,MEDIUM,DONE,152,7.36
10822,742,MEDIUM,DONE,80,1.51
10823,742,LOW,DONE,155,10.18
10824,742,HIGH,DONE,92,3.88
10825,742,LOW,DONE,143,8.73
10826,742,MEDIUM,DONE,75,12.87
10827,742,HIGH,DONE,139,6.5
10828,742,MEDIUM,DONE,113,8.29
10829,742,LOW,DELAYED,164,2.49
10830,743,LOW,DONE,51,17.9
10831,743,MEDIUM,DONE,7,15.59
10832,743,MEDIUM,DONE,44,13.92
10833,743,MEDIUM,DONE,63,13.99
10834,743,HIGH,DONE,82,6.53
10835,743,MEDIUM,DONE,56,15.79
10836,743,HIGH,DONE,71,10.42
10837,743,LOW,DONE,85,15.34
10838,743,MEDIUM,DONE,33,16.38
10839,743,MEDIUM,DONE,83,7.23
10840,743,MEDIUM,DONE,58,11.46
10841,743,LOW,DONE,55,13.85
10842,743,LOW,DONE,6,14.84
10843,743,HIGH,DONE,61,10.81
10844,743,HIGH,DONE,6,18.63
10845,743,MEDIUM,DONE,66,16.3
10846,743,MEDIUM,DELAYED,43,16.38
10847,743,LOW,DELAYED,65,14.78
10848,744,LOW,DONE,86,13.03
10849,744,MEDIUM,DONE,18,10.23
10850,744,MEDIUM,DONE,42,7.86
10851,744,MEDIUM,DONE,50,8.86
10852,744,LOW,DONE,144,16.55
10853,744,LOW,DONE,76,12.51
10854,744,HIGH,DELAYED,56,9.67
10855,744,MEDIUM,DELAYED,48,7.79
10856,744,MEDIUM,DELAYED,61,13.42
10857,744,LOW,DELAYED,28,8.27
10858,744,MEDIUM,DELAYED,149,11.71
10859,744,MEDIUM,DELAYED,7,13.03
10860,744,HIGH,IN_PROGRESS,170,10.07
10861,744,HIGH,IN_PROGRESS,15,11.26
10862,744,MEDIUM,TODO,26,11.16
10863,744,HIGH,TODO,40,4.71
10864,745,MEDIUM,DONE,55,7.75
10865,745,LOW,DONE,61,9.64
10866,745,HIGH,DONE,30,9.75
10867,745,HIGH,DONE,7,6.39
10868,745,MEDIUM,DONE,72,7.24
10869,745,HIGH,DONE,35,9.65
10870,745,HIGH,DONE,80,7.0
10871,745,HIGH,DONE,63,10.68
10872,745,MEDIUM,DONE,127,0.0
10873,745,MEDIUM,DELAYED,7,7.59
10874,745,MEDIUM,DELAYED,98,6.37
10875,746,MEDIUM,DONE,129,14.89
10876,746,MEDIUM,DONE,128,12.73
10877,746,MEDIUM,DONE,101,11.31
10878,746,LOW,DONE,165,12.21
10879,746,MEDIUM,DONE,63,8.65
10880,746,MEDIUM,DONE,146,16.02
10881,746,MEDIUM,DONE,2,11.49
10882,746,HIGH,DONE,50,10.07
10883,746,MEDIUM,DONE,96,7.84
10884,746,MEDIUM,DONE,120,9.45
10885,746,MEDIUM,DONE,46,11.63
10886,746,MEDIUM,DELAYED,150,11.43
10887,746,MEDIUM,DELAYED,57,13.96
10888,746,MEDIUM,DELAYED,35,21.13
10889,746,MEDIUM,DELAYED,94,7.7
10890,747,HIGH,DONE,88,4.5
10891,747,HIGH,DONE,80,7.18
10892,747,LOW,DONE,12,11.84
10893,747,HIGH,DONE,8,8.58
10894,747,MEDIUM,DONE,56,11.24
10895,747,MEDIUM,DONE,29,14.86
10896,747,MEDIUM,DELAYED,26,11.42
10897,747,HIGH,DELAYED,43,12.86
10898,747,MEDIUM,DELAYED,28,9.61
10899,747,MEDIUM,BLOCKED,29,7.85
10900,747,LOW,BLOCKED,85,9.78
10901,747,MEDIUM,TODO,94,14.24
10902,748,HIGH,DONE,83,8.92
10903,748,MEDIUM,DONE,71,12.79
10904,748,LOW,DONE,83,17.21
10905,748,HIGH,DELAYED,79,8.78
10906,749,MEDIUM,DONE,37,6.67
10907,749,MEDIUM,DONE,4,4.61
10908,749,LOW,DONE,47,5.06
10909,749,HIGH,DONE,60,0.0
10910,749,MEDIUM,DONE,12,0.04
10911,749,HIGH,DONE,88,3.22
10912,749,MEDIUM,DONE,45,7.72
10913,749,MEDIUM,DONE,23,0.0
10914,749,HIGH,DONE,80,8.64
10915,749,HIGH,DONE,88,4.81
10916,749,MEDIUM,IN_PROGRESS,37,1.81
10917,749,MEDIUM,TODO,18,10.21
10918,749,MEDIUM,IN_PROGRESS,78,11.33
10919,750,MEDIUM,DONE,21,11.86
10920,750,MEDIUM,DONE,8,9.25
10921,750,HIGH,DONE,41,12.68
10922,750,HIGH,DONE,27,14.21
10923,750,MEDIUM,DONE,52,14.68
10924,750,MEDIUM,DONE,1,10.22
10925,750,HIGH,DONE,18,12.01
10926,750,HIGH,DONE,9,8.92
10927,750,MEDIUM,DELAYED,27,10.52
10928,750,MEDIUM,DELAYED,2,12.89
10929,750,MEDIUM,DELAYED,45,10.4
10930,750,LOW,DELAYED,19,10.22
10931,750,HIGH,DELAYED,2,11.76
10932,750,HIGH,BLOCKED,41,13.42
10933,750,MEDIUM,IN_PROGRESS,28,14.56
10934,751,LOW,DONE,70,5.44
10935,751,HIGH,DONE,48,9.78
10936,751,LOW,DONE,98,1.95
10937,751,MEDIUM,DONE,84,6.68
10938,751,MEDIUM,DONE,104,6.48
10939,751,MEDIUM,DONE,96,11.9
10940,751,MEDIUM,DONE,61,1.58
10941,751,LOW,DONE,59,12.88
10942,751,MEDIUM,DONE,79,4.02
10943,751,HIGH,DELAYED,101,6.09
10944,751,LOW,DELAYED,108,4.1
10945,751,MEDIUM,DELAYED,96,6.62
10946,751,MEDIUM,DELAYED,43,6.4
10947,751,LOW,BLOCKED,11,11.37
10948,751,MEDIUM,BLOCKED,88,1.26
10949,751,LOW,BLOCKED,1,4.14
10950,751,LOW,IN_PROGRESS,98,2.5
10951,751,HIGH,IN_PROGRESS,89,10.67
10952,751,HIGH,TODO,40,8.07
10953,751,MEDIUM,IN_PROGRESS,91,11.19
10954,752,HIGH,DONE,1,15.59
10955,752,MEDIUM,DONE,28,17.84
10956,752,LOW,DONE,103,11.99
10957,752,HIGH,DONE,62,13.17
10958,752,HIGH,DONE,100,28.46
10959,752,MEDIUM,DONE,94,18.13
10960,752,LOW,DONE,83,13.49
10961,752,MEDIUM,DONE,8,17.71
10962,752,LOW,DONE,34,20.42
10963,752,MEDIUM,DONE,38,14.64
10964,752,LOW,DONE,162,14.96
10965,752,MEDIUM,DONE,22,17.42
10966,752,HIGH,DONE,60,9.63
10967,752,MEDIUM,DONE,150,14.6
10968,752,HIGH,DELAYED,83,19.47
10969,752,MEDIUM,DELAYED,94,11.36
10970,752,HIGH,DELAYED,160,14.68
10971,752,MEDIUM,BLOCKED,54,16.48
10972,752,MEDIUM,BLOCKED,89,17.03
10973,752,MEDIUM,TODO,131,21.16
10974,752,HIGH,IN_PROGRESS,128,16.47
10975,753,HIGH,DONE,119,13.22
10976,753,HIGH,DONE,150,8.15
10977,753,MEDIUM,DONE,69,6.31
10978,753,MEDIUM,DONE,65,11.17
10979,753,MEDIUM,DONE,31,12.78
10980,753,MEDIUM,DONE,54,16.58
10981,753,MEDIUM,DONE,91,13.65
10982,753,MEDIUM,DONE,88,10.49
10983,753,MEDIUM,DONE,99,10.11
10984,753,MEDIUM,DELAYED,54,14.04
10985,753,HIGH,DELAYED,92,9.83
10986,753,MEDIUM,DELAYED,51,9.87
10987,753,LOW,DELAYED,128,11.6
10988,753,HIGH,BLOCKED,79,17.93
10989,753,MEDIUM,IN_PROGRESS,2,12.04
10990,754,MEDIUM,DONE,52,10.23
10991,754,MEDIUM,DONE,25,8.04
10992,754,MEDIUM,DONE,15,8.05
10993,754,LOW,DONE,60,14.1
10994,754,MEDIUM,DONE,50,14.46
10995,754,MEDIUM,DONE,34,7.52
10996,754,LOW,DONE,45,8.13
10997,754,MEDIUM,DONE,53,14.77
10998,754,MEDIUM,DONE,10,9.63
10999,754,MEDIUM,DONE,45,12.29
11000,754,HIGH,DONE,62,13.48
11001,754,HIGH,DONE,56,6.23
11002,754,MEDIUM,DONE,47,12.61
11003,754,MEDIUM,DONE,31,8.16
11004,754,HIGH,DONE,9,9.24
11005,754,LOW,DELAYED,55,5.25
11006,754,MEDIUM,DELAYED,61,10.16
11007,755,MEDIUM,DONE,32,13.53
11008,755,MEDIUM,DONE,93,15.59
11009,755,HIGH,DONE,23,18.19
11010,755,MEDIUM,DONE,76,21.93
11011,755,MEDIUM,DONE,74,11.87
11012,755,HIGH,DONE,6,16.03
11013,755,MEDIUM,DONE,74,19.55
11014,755,MEDIUM,DONE,23,13.64
11015,755,HIGH,DONE,30,17.6
11016,755,MEDIUM,DONE,58,18.15
11017,755,LOW,DELAYED,34,16.97
11018,756,MEDIUM,DONE,145,6.83
11019,756,MEDIUM,DONE,130,10.93
11020,756,HIGH,DONE,102,7.72
11021,756,HIGH,DONE,22,8.55
11022,756,LOW,DONE,45,8.7
11023,756,LOW,DONE,147,12.75
11024,756,MEDIUM,DONE,111,9.63
11025,756,MEDIUM,DELAYED,81,1.31
11026,756,MEDIUM,DELAYED,158,6.43
11027,756,MEDIUM,DELAYED,129,12.97
11028,756,MEDIUM,DELAYED,85,4.15
11029,756,HIGH,DELAYED,86,9.06
11030,756,MEDIUM,DELAYED,46,4.36
11031,756,MEDIUM,DELAYED,64,10.11
11032,756,MEDIUM,DELAYED,142,9.26
11033,756,HIGH,BLOCKED,83,6.4
11034,756,HIGH,BLOCKED,46,3.6
11035,757,LOW,DONE,37,11.43
11036,757,HIGH,DONE,34,13.63
11037,757,MEDIUM,DONE,48,16.61
11038,757,MEDIUM,DONE,85,9.97
11039,757,MEDIUM,DONE,108,12.7
11040,757,LOW,DONE,24,12.14
11041,757,LOW,DONE,67,13.52
11042,757,MEDIUM,DONE,75,10.52
11043,757,MEDIUM,DELAYED,55,14.51
11044,758,LOW,DONE,67,10.83
11045,758,MEDIUM,DONE,66,6.73
11046,758,MEDIUM,DONE,11,13.8
11047,758,HIGH,DONE,67,14.93
11048,758,LOW,DELAYED,65,10.81
11049,758,LOW,DELAYED,39,14.28
11050,758,LOW,BLOCKED,46,12.18
11051,758,MEDIUM,BLOCKED,33,17.35
11052,758,MEDIUM,TODO,11,13.66
11053,759,HIGH,DONE,66,18.52
11054,759,LOW,DONE,107,15.44
11055,759,MEDIUM,DONE,68,13.95
11056,759,LOW,DONE,88,14.35
11057,759,MEDIUM,DONE,103,15.0
11058,759,MEDIUM,DONE,17,12.89
11059,759,HIGH,DONE,50,13.35
11060,759,MEDIUM,DONE,64,11.65
11061,759,HIGH,DONE,99,12.97
11062,759,HIGH,DONE,20,18.28
11063,759,HIGH,DONE,21,17.08
11064,759,LOW,DONE,75,10.28
11065,759,MEDIUM,DONE,63,16.21
11066,759,HIGH,DELAYED,68,19.32
11067,759,MEDIUM,DELAYED,108,20.2
11068,759,MEDIUM,BLOCKED,93,13.72
11069,759,LOW,TODO,52,11.42
11070,759,LOW,IN_PROGRESS,2,9.68
11071,759,HIGH,TODO,65,11.52
11072,760,MEDIUM,DONE,30,9.16
11073,760,MEDIUM,DONE,122,9.4
11074,760,HIGH,DONE,67,8.83
11075,760,LOW,DONE,101,7.45
11076,760,LOW,DONE,178,9.09
11077,760,MEDIUM,DELAYED,66,5.87
11078,760,LOW,DELAYED,27,11.01
11079,760,MEDIUM,DELAYED,125,9.67
11080,761,MEDIUM,DONE,9,11.9
11081,761,MEDIUM,DONE,10,14.85
11082,761,MEDIUM,DONE,88,14.06
11083,761,MEDIUM,DONE,72,10.72
11084,761,HIGH,DONE,51,7.01
11085,761,MEDIUM,DONE,67,13.71
11086,761,MEDIUM,DONE,58,10.59
11087,761,MEDIUM,DONE,71,10.68
11088,761,LOW,DONE,1,13.15
11089,761,LOW,DELAYED,66,12.49
11090,761,HIGH,BLOCKED,109,8.46
11091,761,LOW,IN_PROGRESS,80,14.18
11092,762,MEDIUM,DONE,19,8.19
11093,762,LOW,DONE,102,5.76
11094,762,HIGH,DONE,42,7.51
11095,762,MEDIUM,DONE,38,7.52
11096,762,HIGH,DELAYED,94,9.15
11097,762,MEDIUM,DELAYED,87,10.85
11098,762,MEDIUM,DELAYED,87,11.43
11099,763,HIGH,DONE,15,10.66
11100,763,LOW,DONE,54,12.05
11101,763,MEDIUM,DONE,10,15.75
11102,763,MEDIUM,BLOCKED,38,11.6
11103,764,MEDIUM,DONE,101,0.43
11104,764,LOW,DONE,96,3.65
11105,764,LOW,DONE,124,1.22
11106,764,HIGH,DONE,182,4.47
11107,764,MEDIUM,DONE,58,1.93
11108,764,LOW,DONE,78,9.6
11109,764,MEDIUM,DONE,108,0.0
11110,764,MEDIUM,DONE,140,2.47
11111,764,MEDIUM,DONE,95,2.64
11112,764,HIGH,DONE,107,0.0
11113,764,MEDIUM,DONE,15,4.44
11114,764,HIGH,DONE,36,0.21
11115,764,MEDIUM,DONE,172,3.76
11116,764,HIGH,DELAYED,180,7.73
11117,764,HIGH,BLOCKED,125,1.87
11118,764,MEDIUM,BLOCKED,63,0.0
11119,764,LOW,BLOCKED,176,0.0
11120,764,MEDIUM,BLOCKED,2,0.88
11121,764,MEDIUM,IN_PROGRESS,4,1.43
11122,764,HIGH,IN_PROGRESS,34,3.27
11123,764,MEDIUM,IN_PROGRESS,86,4.62
11124,765,MEDIUM,DONE,97,15.35
11125,765,MEDIUM,DONE,20,12.9
11126,765,MEDIUM,DONE,65,14.81
11127,765,MEDIUM,DONE,10,14.0
11128,765,HIGH,DONE,107,14.6
11129,765,MEDIUM,BLOCKED,5,12.54
11130,765,LOW,IN_PROGRESS,37,14.52
11131,765,MEDIUM,IN_PROGRESS,102,11.32
11132,766,MEDIUM,DONE,67,10.24
11133,766,MEDIUM,DONE,59,6.78
11134,766,LOW,DONE,64,8.37
11135,766,MEDIUM,DONE,96,11.01
11136,766,LOW,DONE,64,11.03
11137,766,MEDIUM,DONE,30,9.29
11138,766,LOW,DONE,8,11.39
11139,766,MEDIUM,DONE,15,12.03
11140,766,MEDIUM,DONE,77,8.47
11141,766,LOW,DONE,22,10.0
11142,766,LOW,DONE,131,8.15
11143,766,LOW,DONE,36,10.58
11144,766,LOW,DONE,32,9.4
11145,766,HIGH,DONE,1,12.89
11146,766,MEDIUM,DONE,101,10.25
11147,766,HIGH,DELAYED,11,6.83
11148,766,LOW,DELAYED,71,7.25
11149,766,LOW,DELAYED,70,6.02
11150,766,MEDIUM,DELAYED,69,16.08
11151,766,MEDIUM,BLOCKED,77,6.43
11152,767,MEDIUM,DONE,133,8.95
11153,767,HIGH,DONE,137,9.84
11154,767,MEDIUM,DONE,110,10.5
11155,767,HIGH,DONE,37,12.06
11156,767,MEDIUM,DONE,116,10.19
11157,767,MEDIUM,DONE,36,9.26
11158,767,MEDIUM,DONE,89,14.62
11159,767,MEDIUM,DONE,138,8.36
11160,767,LOW,DONE,144,10.87
11161,767,MEDIUM,DONE,46,9.53
11162,767,LOW,DONE,55,6.7
11163,767,MEDIUM,DONE,10,8.95
11164,767,MEDIUM,DONE,136,14.04
11165,767,LOW,DONE,122,10.12
11166,767,MEDIUM,DONE,160,13.24
11167,767,MEDIUM,DONE,151,6.43
11168,767,MEDIUM,DONE,110,12.54
11169,767,MEDIUM,DONE,86,11.96
11170,767,LOW,DELAYED,99,7.92
11171,767,MEDIUM,DELAYED,51,15.01
11172,767,MEDIUM,DELAYED,18,6.84
11173,767,MEDIUM,DELAYED,77,10.12
11174,767,HIGH,DELAYED,92,12.1
11175,767,HIGH,BLOCKED,94,5.61
11176,768,LOW,DONE,61,10.09
11177,768,LOW,DONE,83,8.58
11178,768,MEDIUM,DONE,75,16.48
11179,768,MEDIUM,DONE,7,14.73
11180,768,MEDIUM,DONE,110,10.38
11181,768,MEDIUM,DONE,103,10.73
11182,768,MEDIUM,DONE,42,10.85
11183,768,HIGH,DONE,79,12.97
11184,768,HIGH,DONE,94,11.16
11185,768,MEDIUM,DONE,33,9.85
11186,768,MEDIUM,DONE,8,15.67
11187,768,HIGH,DONE,46,18.29
11188,768,MEDIUM,DONE,5,11.14
11189,768,MEDIUM,DONE,86,12.32
11190,768,MEDIUM,DELAYED,111,10.45
11191,768,HIGH,DELAYED,61,14.62
11192,768,MEDIUM,DELAYED,103,9.02
11193,769,HIGH,DONE,29,9.93
11194,769,MEDIUM,DONE,15,8.79
11195,769,HIGH,DONE,83,6.6
11196,769,MEDIUM,DONE,17,8.93
11197,769,HIGH,DELAYED,85,7.06
11198,770,HIGH,DONE,72,6.67
11199,770,MEDIUM,DONE,35,9.46
11200,770,HIGH,DONE,59,10.75
11201,770,MEDIUM,DONE,73,10.0
11202,770,MEDIUM,DONE,13,3.71
11203,770,LOW,DONE,62,9.25
11204,770,MEDIUM,DONE,35,13.27
11205,770,MEDIUM,DONE,90,9.54
11206,770,MEDIUM,DONE,37,16.08
11207,770,LOW,DONE,78,3.72
11208,770,HIGH,DONE,24,4.39
11209,770,LOW,DONE,25,12.1
11210,770,HIGH,DONE,79,2.87
11211,770,MEDIUM,DONE,45,7.76
11212,770,LOW,DONE,70,9.09
11213,770,MEDIUM,DONE,42,9.23
11214,770,LOW,DONE,82,8.72
11215,770,HIGH,DONE,36,8.18
11216,770,MEDIUM,DONE,8,8.74
11217,770,MEDIUM,DONE,10,7.61
11218,770,MEDIUM,DONE,68,1.8
11219,770,LOW,DONE,60,7.86
11220,770,MEDIUM,DONE,33,8.3
11221,770,HIGH,DONE,63,9.58
11222,770,HIGH,BLOCKED,84,11.09
11223,771,LOW,DONE,14,1.61
11224,771,MEDIUM,DONE,109,7.23
11225,771,HIGH,DONE,77,9.11
11226,771,MEDIUM,DONE,39,7.99
11227,771,HIGH,DONE,44,8.41
11228,771,LOW,DONE,86,9.19
11229,771,MEDIUM,DONE,13,5.11
11230,771,HIGH,DONE,146,8.16
11231,771,HIGH,DONE,18,6.59
11232,771,MEDIUM,DONE,152,9.5
11233,771,MEDIUM,DONE,127,6.94
11234,771,MEDIUM,DONE,120,5.84
11235,771,HIGH,DONE,98,5.24
11236,771,MEDIUM,DONE,124,4.82
11237,771,LOW,DONE,63,9.04
11238,771,MEDIUM,DONE,37,9.59
11239,771,MEDIUM,DELAYED,31,8.66
11240,771,LOW,BLOCKED,153,6.7
11241,771,HIGH,BLOCKED,82,4.02
11242,771,LOW,BLOCKED,94,5.83
11243,771,MEDIUM,BLOCKED,81,2.69
11244,772,HIGH,DONE,60,7.69
11245,772,MEDIUM,DONE,138,9.08
11246,772,LOW,DONE,105,2.15
11247,772,MEDIUM,DONE,33,8.82
11248,772,MEDIUM,DONE,148,9.29
11249,772,MEDIUM,DONE,147,5.22
11250,772,MEDIUM,DONE,75,5.14
11251,772,HIGH,DONE,46,10.18
11252,772,MEDIUM,DONE,92,9.71
11253,772,HIGH,DELAYED,1,9.41
11254,772,LOW,DELAYED,50,4.32
11255,772,LOW,BLOCKED,15,6.17
11256,772,LOW,BLOCKED,136,9.85
11257,772,MEDIUM,BLOCKED,105,5.06
11258,772,MEDIUM,BLOCKED,39,6.82
11259,772,MEDIUM,TODO,76,5.4
11260,772,MEDIUM,IN_PROGRESS,20,5.21
11261,772,MEDIUM,IN_PROGRESS,31,5.6
11262,772,MEDIUM,TODO,63,7.09
11263,773,MEDIUM,DONE,2,12.12
11264,773,HIGH,DONE,14,6.93
11265,773,MEDIUM,DONE,26,8.18
11266,773,MEDIUM,DONE,1,11.93
11267,773,MEDIUM,DONE,6,5.26
11268,773,MEDIUM,DONE,52,9.24
11269,773,MEDIUM,DONE,16,7.36
11270,773,HIGH,DONE,19,16.76
11271,773,MEDIUM,DELAYED,37,17.21
11272,773,MEDIUM,DELAYED,27,11.2
11273,773,LOW,DELAYED,19,11.6
11274,773,MEDIUM,BLOCKED,9,7.63
11275,773,MEDIUM,BLOCKED,42,9.56
11276,773,LOW,BLOCKED,32,10.14
11277,773,MEDIUM,BLOCKED,37,6.52
11278,773,MEDIUM,IN_PROGRESS,4,6.11
11279,773,MEDIUM,IN_PROGRESS,44,11.18
11280,773,MEDIUM,TODO,53,4.5
11281,773,MEDIUM,TODO,32,11.96
11282,773,HIGH,IN_PROGRESS,20,7.45
11283,773,MEDIUM,IN_PROGRESS,36,7.29
11284,774,MEDIUM,DONE,3,8.54
11285,774,MEDIUM,DONE,116,7.46
11286,774,MEDIUM,DONE,36,8.86
11287,774,MEDIUM,DONE,18,7.76
11288,774,MEDIUM,DONE,116,8.17
11289,774,MEDIUM,DELAYED,46,8.62
11290,775,LOW,DONE,19,9.29
11291,775,HIGH,DONE,114,15.31
11292,775,HIGH,DONE,42,11.64
11293,775,HIGH,DONE,56,9.46
11294,775,MEDIUM,DONE,34,9.43
11295,775,HIGH,DELAYED,129,4.86
11296,776,MEDIUM,DONE,63,7.18
11297,776,MEDIUM,DONE,35,0.92
11298,776,HIGH,DONE,52,1.67
11299,776,MEDIUM,DONE,46,4.01
11300,776,HIGH,DELAYED,18,4.51
11301,776,LOW,DELAYED,8,11.82
11302,776,MEDIUM,DELAYED,55,13.6
11303,776,MEDIUM,DELAYED,1,8.8
11304,776,MEDIUM,DELAYED,17,16.01
11305,776,LOW,BLOCKED,33,3.79
11306,776,HIGH,BLOCKED,27,2.59
11307,777,HIGH,DONE,39,4.7
11308,777,LOW,DONE,45,2.83
11309,777,MEDIUM,DONE,50,6.28
11310,777,MEDIUM,DONE,12,8.28
11311,777,MEDIUM,DONE,38,5.0
11312,777,MEDIUM,DONE,17,2.83
11313,777,LOW,DONE,68,3.28
11314,777,LOW,DONE,21,7.92
11315,777,HIGH,DONE,34,9.17
11316,777,HIGH,DONE,63,3.83
11317,777,HIGH,DONE,50,7.21
11318,777,MEDIUM,DELAYED,8,7.29
11319,777,LOW,DELAYED,56,10.08
11320,777,MEDIUM,DELAYED,25,3.74
11321,777,MEDIUM,DELAYED,66,7.64
11322,777,MEDIUM,DELAYED,18,4.56
11323,777,MEDIUM,DELAYED,68,3.23
11324,777,LOW,BLOCKED,14,5.07
11325,777,MEDIUM,BLOCKED,21,5.66
11326,777,HIGH,BLOCKED,1,11.53
11327,777,LOW,BLOCKED,26,2.93
11328,778,HIGH,DONE,51,17.55
11329,778,MEDIUM,DONE,136,11.69
11330,778,MEDIUM,DONE,34,13.41
11331,778,MEDIUM,DONE,33,16.72
11332,778,MEDIUM,DONE,69,21.54
11333,778,MEDIUM,DONE,131,15.25
11334,778,MEDIUM,DONE,83,12.98
11335,778,HIGH,DONE,22,12.09
11336,778,MEDIUM,DONE,99,14.54
11337,778,MEDIUM,DONE,20,10.02
11338,778,HIGH,DONE,33,6.61
11339,778,HIGH,DONE,100,7.87
11340,778,MEDIUM,DONE,79,13.59
11341,778,LOW,DONE,42,9.05
11342,778,MEDIUM,DONE,94,17.34
11343,778,MEDIUM,DONE,105,15.4
11344,778,MEDIUM,DONE,9,12.31
11345,778,MEDIUM,DONE,120,15.27
11346,778,MEDIUM,DONE,103,11.24
11347,778,MEDIUM,DONE,75,14.41
11348,778,MEDIUM,DELAYED,17,12.39
11349,778,HIGH,DELAYED,7,13.58
11350,778,MEDIUM,DELAYED,96,15.96
11351,778,HIGH,DELAYED,34,15.58
11352,779,MEDIUM,DONE,136,11.17
11353,779,LOW,DONE,139,6.88
11354,779,MEDIUM,DONE,162,8.92
11355,779,MEDIUM,DONE,80,10.43
11356,779,HIGH,DONE,172,10.16
11357,779,HIGH,DONE,92,9.16
11358,779,HIGH,DELAYED,76,13.28
11359,779,MEDIUM,DELAYED,38,6.16
11360,779,LOW,BLOCKED,88,12.52
11361,779,MEDIUM,IN_PROGRESS,98,11.04
11362,780,MEDIUM,DONE,74,10.03
11363,780,LOW,DONE,107,11.22
11364,780,LOW,DONE,72,11.54
11365,780,MEDIUM,DONE,36,11.1
11366,780,HIGH,DONE,94,12.98
11367,780,HIGH,DONE,108,11.72
11368,780,MEDIUM,DONE,118,7.46
11369,780,LOW,DELAYED,42,10.88
11370,780,HIGH,DELAYED,96,13.18
11371,780,MEDIUM,DELAYED,41,8.12
11372,780,LOW,BLOCKED,71,6.14
11373,780,LOW,TODO,88,8.37
11374,780,MEDIUM,TODO,38,10.88
11375,780,HIGH,IN_PROGRESS,118,11.88
11376,780,LOW,IN_PROGRESS,100,14.62
11377,780,MEDIUM,TODO,95,11.08
11378,780,MEDIUM,IN_PROGRESS,107,10.53
11379,781,MEDIUM,DONE,132,10.91
11380,781,LOW,DONE,7,0.0
11381,781,LOW,DONE,138,7.8
11382,781,MEDIUM,DONE,28,10.9
11383,781,MEDIUM,DONE,130,5.05
11384,781,MEDIUM,DONE,118,5.37
11385,781,LOW,DONE,65,5.41
11386,781,MEDIUM,DONE,168,8.57
11387,781,LOW,DONE,2,4.2
11388,781,LOW,DONE,178,6.9
11389,781,MEDIUM,DONE,159,3.78
11390,781,HIGH,DONE,158,6.16
11391,781,MEDIUM,DONE,164,4.67
11392,781,HIGH,DELAYED,54,1.93
11393,781,HIGH,DELAYED,22,9.46
11394,781,MEDIUM,DELAYED,22,6.93
11395,781,HIGH,DELAYED,35,9.14
11396,781,MEDIUM,DELAYED,72,1.25
11397,781,HIGH,DELAYED,46,10.21
11398,781,MEDIUM,DELAYED,77,7.95
11399,781,MEDIUM,DELAYED,92,7.21
11400,781,HIGH,BLOCKED,79,6.15
11401,782,HIGH,DONE,115,10.27
11402,782,MEDIUM,DONE,59,16.87
11403,782,MEDIUM,DONE,57,12.76
11404,782,HIGH,DONE,149,5.11
11405,782,HIGH,DONE,116,16.52
11406,782,MEDIUM,DONE,98,12.14
11407,782,MEDIUM,DONE,85,9.53
11408,782,HIGH,DONE,59,13.63
11409,782,MEDIUM,DELAYED,52,11.44
11410,782,LOW,DELAYED,58,17.25
11411,782,MEDIUM,DELAYED,29,14.74
11412,782,MEDIUM,DELAYED,79,8.81
11413,782,MEDIUM,BLOCKED,68,8.41
11414,782,HIGH,BLOCKED,133,15.96
11415,782,HIGH,BLOCKED,131,8.72
11416,782,HIGH,BLOCKED,21,11.43
11417,782,LOW,BLOCKED,115,13.23
11418,782,MEDIUM,IN_PROGRESS,142,12.13
